lok,HAVOMR,Lokasjon,LOKREF,geometry
0107,01,07,01-07,"POLYGON ((44 68, 44 68.09090909090909, 44 68.18181818181819, 44 68.27272727272727, 44 68.36363636363636, 44 68.45454545454545, 44 68.54545454545455, 44 68.63636363636364, 44 68.72727272727273, 44 68.81818181818181, 44 68.90909090909091, 44 69, 44.09523809523809 69, 44.19047619047619 69, 44.28571428571428 69, 44.38095238095238 69, 44.47619047619047 69, 44.57142857142857 69, 44.66666666666666 69, 44.76190476190476 69, 44.85714285714285 69, 44.95238095238095 69, 45.04761904761905 69, 45.14285714285715 69, 45.23809523809524 69, 45.33333333333334 69, 45.42857142857143 69, 45.52380952380953 69, 45.61904761904762 69, 45.71428571428572 69, 45.80952380952381 69, 45.90476190476191 69, 46 69, 46 68.90909090909091, 46 68.81818181818181, 46 68.72727272727273, 46 68.63636363636364, 46 68.54545454545455, 46 68.45454545454545, 46 68.36363636363636, 46 68.27272727272727, 46 68.18181818181819, 46 68.09090909090909, 46 68, 45.90476190476191 68, 45.80952380952381 68, 45.71428571428572 68, 45.61904761904762 68, 45.52380952380953 68, 45.42857142857143 68, 45.33333333333334 68, 45.23809523809524 68, 45.14285714285715 68, 45.04761904761905 68, 44.95238095238095 68, 44.85714285714285 68, 44.76190476190476 68, 44.66666666666666 68, 44.57142857142857 68, 44.47619047619047 68, 44.38095238095238 68, 44.28571428571428 68, 44.19047619047619 68, 44.09523809523809 68, 44 68))"
0108,01,08,01-08,"POLYGON ((46 68, 46 68.09090909090909, 46 68.18181818181819, 46 68.27272727272727, 46 68.36363636363636, 46 68.45454545454545, 46 68.54545454545455, 46 68.63636363636364, 46 68.72727272727273, 46 68.81818181818181, 46 68.90909090909091, 46 69, 46.09523809523809 69, 46.19047619047619 69, 46.28571428571428 69, 46.38095238095238 69, 46.47619047619047 69, 46.57142857142857 69, 46.66666666666666 69, 46.76190476190476 69, 46.85714285714285 69, 46.95238095238095 69, 47.04761904761905 69, 47.14285714285715 69, 47.23809523809524 69, 47.33333333333334 69, 47.42857142857143 69, 47.52380952380953 69, 47.61904761904762 69, 47.71428571428572 69, 47.80952380952381 69, 47.90476190476191 69, 48 69, 48 68.90909090909091, 48 68.81818181818181, 48 68.72727272727273, 48 68.63636363636364, 48 68.54545454545455, 48 68.45454545454545, 48 68.36363636363636, 48 68.27272727272727, 48 68.18181818181819, 48 68.09090909090909, 48 68, 47.90476190476191 68, 47.80952380952381 68, 47.71428571428572 68, 47.61904761904762 68, 47.52380952380953 68, 47.42857142857143 68, 47.33333333333334 68, 47.23809523809524 68, 47.14285714285715 68, 47.04761904761905 68, 46.95238095238095 68, 46.85714285714285 68, 46.76190476190476 68, 46.66666666666666 68, 46.57142857142857 68, 46.47619047619047 68, 46.38095238095238 68, 46.28571428571428 68, 46.19047619047619 68, 46.09523809523809 68, 46 68))"
0109,01,09,01-09,"POLYGON ((48 68, 48 68.09090909090909, 48 68.18181818181819, 48 68.27272727272727, 48 68.36363636363636, 48 68.45454545454545, 48 68.54545454545455, 48 68.63636363636364, 48 68.72727272727273, 48 68.81818181818181, 48 68.90909090909091, 48 69, 48.09523809523809 69, 48.19047619047619 69, 48.28571428571428 69, 48.38095238095238 69, 48.47619047619047 69, 48.57142857142857 69, 48.66666666666666 69, 48.76190476190476 69, 48.85714285714285 69, 48.95238095238095 69, 49.04761904761905 69, 49.14285714285715 69, 49.23809523809524 69, 49.33333333333334 69, 49.42857142857143 69, 49.52380952380953 69, 49.61904761904762 69, 49.71428571428572 69, 49.80952380952381 69, 49.90476190476191 69, 50 69, 50 68.90909090909091, 50 68.81818181818181, 50 68.72727272727273, 50 68.63636363636364, 50 68.54545454545455, 50 68.45454545454545, 50 68.36363636363636, 50 68.27272727272727, 50 68.18181818181819, 50 68.09090909090909, 50 68, 49.90476190476191 68, 49.80952380952381 68, 49.71428571428572 68, 49.61904761904762 68, 49.52380952380953 68, 49.42857142857143 68, 49.33333333333334 68, 49.23809523809524 68, 49.14285714285715 68, 49.04761904761905 68, 48.95238095238095 68, 48.85714285714285 68, 48.76190476190476 68, 48.66666666666666 68, 48.57142857142857 68, 48.47619047619047 68, 48.38095238095238 68, 48.28571428571428 68, 48.19047619047619 68, 48.09523809523809 68, 48 68))"
0110,01,10,01-10,"POLYGON ((50 68, 50 68.09090909090909, 50 68.18181818181819, 50 68.27272727272727, 50 68.36363636363636, 50 68.45454545454545, 50 68.54545454545455, 50 68.63636363636364, 50 68.72727272727273, 50 68.81818181818181, 50 68.90909090909091, 50 69, 50.09523809523809 69, 50.19047619047619 69, 50.28571428571428 69, 50.38095238095238 69, 50.47619047619047 69, 50.57142857142857 69, 50.66666666666666 69, 50.76190476190476 69, 50.85714285714285 69, 50.95238095238095 69, 51.04761904761905 69, 51.14285714285715 69, 51.23809523809524 69, 51.33333333333334 69, 51.42857142857143 69, 51.52380952380953 69, 51.61904761904762 69, 51.71428571428572 69, 51.80952380952381 69, 51.90476190476191 69, 52 69, 52 68.90909090909091, 52 68.81818181818181, 52 68.72727272727273, 52 68.63636363636364, 52 68.54545454545455, 52 68.45454545454545, 52 68.36363636363636, 52 68.27272727272727, 52 68.18181818181819, 52 68.09090909090909, 52 68, 51.90476190476191 68, 51.80952380952381 68, 51.71428571428572 68, 51.61904761904762 68, 51.52380952380953 68, 51.42857142857143 68, 51.33333333333334 68, 51.23809523809524 68, 51.14285714285715 68, 51.04761904761905 68, 50.95238095238095 68, 50.85714285714285 68, 50.76190476190476 68, 50.66666666666666 68, 50.57142857142857 68, 50.47619047619047 68, 50.38095238095238 68, 50.28571428571428 68, 50.19047619047619 68, 50.09523809523809 68, 50 68))"
0124,01,24,01-24,"POLYGON ((52 68, 52 68.09090909090909, 52 68.18181818181819, 52 68.27272727272727, 52 68.36363636363636, 52 68.45454545454545, 52 68.54545454545455, 52 68.63636363636364, 52 68.72727272727273, 52 68.81818181818181, 52 68.90909090909091, 52 69, 52.09523809523809 69, 52.19047619047619 69, 52.28571428571428 69, 52.38095238095238 69, 52.47619047619047 69, 52.57142857142857 69, 52.66666666666666 69, 52.76190476190476 69, 52.85714285714285 69, 52.95238095238095 69, 53.04761904761905 69, 53.14285714285715 69, 53.23809523809524 69, 53.33333333333334 69, 53.42857142857143 69, 53.52380952380953 69, 53.61904761904762 69, 53.71428571428572 69, 53.80952380952381 69, 53.90476190476191 69, 54 69, 54 68.90909090909091, 54 68.81818181818181, 54 68.72727272727273, 54 68.63636363636364, 54 68.54545454545455, 54 68.45454545454545, 54 68.36363636363636, 54 68.27272727272727, 54 68.18181818181819, 54 68.09090909090909, 54 68, 53.90476190476191 68, 53.80952380952381 68, 53.71428571428572 68, 53.61904761904762 68, 53.52380952380953 68, 53.42857142857143 68, 53.33333333333334 68, 53.23809523809524 68, 53.14285714285715 68, 53.04761904761905 68, 52.95238095238095 68, 52.85714285714285 68, 52.76190476190476 68, 52.66666666666666 68, 52.57142857142857 68, 52.47619047619047 68, 52.38095238095238 68, 52.28571428571428 68, 52.19047619047619 68, 52.09523809523809 68, 52 68))"
0123,01,23,01-23,"POLYGON ((54 68, 54 68.09090909090909, 54 68.18181818181819, 54 68.27272727272727, 54 68.36363636363636, 54 68.45454545454545, 54 68.54545454545455, 54 68.63636363636364, 54 68.72727272727273, 54 68.81818181818181, 54 68.90909090909091, 54 69, 54.09523809523809 69, 54.19047619047619 69, 54.28571428571428 69, 54.38095238095238 69, 54.47619047619047 69, 54.57142857142857 69, 54.66666666666666 69, 54.76190476190476 69, 54.85714285714285 69, 54.95238095238095 69, 55.04761904761905 69, 55.14285714285715 69, 55.23809523809524 69, 55.33333333333334 69, 55.42857142857143 69, 55.52380952380953 69, 55.61904761904762 69, 55.71428571428572 69, 55.80952380952381 69, 55.90476190476191 69, 56 69, 56 68.90909090909091, 56 68.81818181818181, 56 68.72727272727273, 56 68.63636363636364, 56 68.54545454545455, 56 68.45454545454545, 56 68.36363636363636, 56 68.27272727272727, 56 68.18181818181819, 56 68.09090909090909, 56 68, 55.90476190476191 68, 55.80952380952381 68, 55.71428571428572 68, 55.61904761904762 68, 55.52380952380953 68, 55.42857142857143 68, 55.33333333333334 68, 55.23809523809524 68, 55.14285714285715 68, 55.04761904761905 68, 54.95238095238095 68, 54.85714285714285 68, 54.76190476190476 68, 54.66666666666666 68, 54.57142857142857 68, 54.47619047619047 68, 54.38095238095238 68, 54.28571428571428 68, 54.19047619047619 68, 54.09523809523809 68, 54 68))"
0122,01,22,01-22,"POLYGON ((56 68, 56 68.09090909090909, 56 68.18181818181819, 56 68.27272727272727, 56 68.36363636363636, 56 68.45454545454545, 56 68.54545454545455, 56 68.63636363636364, 56 68.72727272727273, 56 68.81818181818181, 56 68.90909090909091, 56 69, 56.09523809523809 69, 56.19047619047619 69, 56.28571428571428 69, 56.38095238095238 69, 56.47619047619047 69, 56.57142857142857 69, 56.66666666666666 69, 56.76190476190476 69, 56.85714285714285 69, 56.95238095238095 69, 57.04761904761905 69, 57.14285714285715 69, 57.23809523809524 69, 57.33333333333334 69, 57.42857142857143 69, 57.52380952380953 69, 57.61904761904762 69, 57.71428571428572 69, 57.80952380952381 69, 57.90476190476191 69, 58 69, 58 68.90909090909091, 58 68.81818181818181, 58 68.72727272727273, 58 68.63636363636364, 58 68.54545454545455, 58 68.45454545454545, 58 68.36363636363636, 58 68.27272727272727, 58 68.18181818181819, 58 68.09090909090909, 58 68, 57.90476190476191 68, 57.80952380952381 68, 57.71428571428572 68, 57.61904761904762 68, 57.52380952380953 68, 57.42857142857143 68, 57.33333333333334 68, 57.23809523809524 68, 57.14285714285715 68, 57.04761904761905 68, 56.95238095238095 68, 56.85714285714285 68, 56.76190476190476 68, 56.66666666666666 68, 56.57142857142857 68, 56.47619047619047 68, 56.38095238095238 68, 56.28571428571428 68, 56.19047619047619 68, 56.09523809523809 68, 56 68))"
0121,01,21,01-21,"POLYGON ((58 68, 58 68.09090909090909, 58 68.18181818181819, 58 68.27272727272727, 58 68.36363636363636, 58 68.45454545454545, 58 68.54545454545455, 58 68.63636363636364, 58 68.72727272727273, 58 68.81818181818181, 58 68.90909090909091, 58 69, 58.09523809523809 69, 58.19047619047619 69, 58.28571428571428 69, 58.38095238095238 69, 58.47619047619047 69, 58.57142857142857 69, 58.66666666666666 69, 58.76190476190476 69, 58.85714285714285 69, 58.95238095238095 69, 59.04761904761905 69, 59.14285714285715 69, 59.23809523809524 69, 59.33333333333334 69, 59.42857142857143 69, 59.52380952380953 69, 59.61904761904762 69, 59.71428571428572 69, 59.80952380952381 69, 59.90476190476191 69, 60 69, 60 68.90909090909091, 60 68.81818181818181, 60 68.72727272727273, 60 68.63636363636364, 60 68.54545454545455, 60 68.45454545454545, 60 68.36363636363636, 60 68.27272727272727, 60 68.18181818181819, 60 68.09090909090909, 60 68, 59.90476190476191 68, 59.80952380952381 68, 59.71428571428572 68, 59.61904761904762 68, 59.52380952380953 68, 59.42857142857143 68, 59.33333333333334 68, 59.23809523809524 68, 59.14285714285715 68, 59.04761904761905 68, 58.95238095238095 68, 58.85714285714285 68, 58.76190476190476 68, 58.66666666666666 68, 58.57142857142857 68, 58.47619047619047 68, 58.38095238095238 68, 58.28571428571428 68, 58.19047619047619 68, 58.09523809523809 68, 58 68))"
0111,01,11,01-11,"POLYGON ((40 69, 40 69.09090909090909, 40 69.18181818181819, 40 69.27272727272727, 40 69.36363636363636, 40 69.45454545454545, 40 69.54545454545455, 40 69.63636363636364, 40 69.72727272727273, 40 69.81818181818181, 40 69.90909090909091, 40 70, 40.09523809523809 70, 40.19047619047619 70, 40.28571428571428 70, 40.38095238095238 70, 40.47619047619047 70, 40.57142857142857 70, 40.66666666666666 70, 40.76190476190476 70, 40.85714285714285 70, 40.95238095238095 70, 41.04761904761905 70, 41.14285714285715 70, 41.23809523809524 70, 41.33333333333334 70, 41.42857142857143 70, 41.52380952380953 70, 41.61904761904762 70, 41.71428571428572 70, 41.80952380952381 70, 41.90476190476191 70, 42 70, 42 69.90909090909091, 42 69.81818181818181, 42 69.72727272727273, 42 69.63636363636364, 42 69.54545454545455, 42 69.45454545454545, 42 69.36363636363636, 42 69.27272727272727, 42 69.18181818181819, 42 69.09090909090909, 42 69, 41.90476190476191 69, 41.80952380952381 69, 41.71428571428572 69, 41.61904761904762 69, 41.52380952380953 69, 41.42857142857143 69, 41.33333333333334 69, 41.23809523809524 69, 41.14285714285715 69, 41.04761904761905 69, 40.95238095238095 69, 40.85714285714285 69, 40.76190476190476 69, 40.66666666666666 69, 40.57142857142857 69, 40.47619047619047 69, 40.38095238095238 69, 40.28571428571428 69, 40.19047619047619 69, 40.09523809523809 69, 40 69))"
0112,01,12,01-12,"POLYGON ((42 69, 42 69.09090909090909, 42 69.18181818181819, 42 69.27272727272727, 42 69.36363636363636, 42 69.45454545454545, 42 69.54545454545455, 42 69.63636363636364, 42 69.72727272727273, 42 69.81818181818181, 42 69.90909090909091, 42 70, 42.09523809523809 70, 42.19047619047619 70, 42.28571428571428 70, 42.38095238095238 70, 42.47619047619047 70, 42.57142857142857 70, 42.66666666666666 70, 42.76190476190476 70, 42.85714285714285 70, 42.95238095238095 70, 43.04761904761905 70, 43.14285714285715 70, 43.23809523809524 70, 43.33333333333334 70, 43.42857142857143 70, 43.52380952380953 70, 43.61904761904762 70, 43.71428571428572 70, 43.80952380952381 70, 43.90476190476191 70, 44 70, 44 69.90909090909091, 44 69.81818181818181, 44 69.72727272727273, 44 69.63636363636364, 44 69.54545454545455, 44 69.45454545454545, 44 69.36363636363636, 44 69.27272727272727, 44 69.18181818181819, 44 69.09090909090909, 44 69, 43.90476190476191 69, 43.80952380952381 69, 43.71428571428572 69, 43.61904761904762 69, 43.52380952380953 69, 43.42857142857143 69, 43.33333333333334 69, 43.23809523809524 69, 43.14285714285715 69, 43.04761904761905 69, 42.95238095238095 69, 42.85714285714285 69, 42.76190476190476 69, 42.66666666666666 69, 42.57142857142857 69, 42.47619047619047 69, 42.38095238095238 69, 42.28571428571428 69, 42.19047619047619 69, 42.09523809523809 69, 42 69))"
0113,01,13,01-13,"POLYGON ((44 69, 44 69.09090909090909, 44 69.18181818181819, 44 69.27272727272727, 44 69.36363636363636, 44 69.45454545454545, 44 69.54545454545455, 44 69.63636363636364, 44 69.72727272727273, 44 69.81818181818181, 44 69.90909090909091, 44 70, 44.09523809523809 70, 44.19047619047619 70, 44.28571428571428 70, 44.38095238095238 70, 44.47619047619047 70, 44.57142857142857 70, 44.66666666666666 70, 44.76190476190476 70, 44.85714285714285 70, 44.95238095238095 70, 45.04761904761905 70, 45.14285714285715 70, 45.23809523809524 70, 45.33333333333334 70, 45.42857142857143 70, 45.52380952380953 70, 45.61904761904762 70, 45.71428571428572 70, 45.80952380952381 70, 45.90476190476191 70, 46 70, 46 69.90909090909091, 46 69.81818181818181, 46 69.72727272727273, 46 69.63636363636364, 46 69.54545454545455, 46 69.45454545454545, 46 69.36363636363636, 46 69.27272727272727, 46 69.18181818181819, 46 69.09090909090909, 46 69, 45.90476190476191 69, 45.80952380952381 69, 45.71428571428572 69, 45.61904761904762 69, 45.52380952380953 69, 45.42857142857143 69, 45.33333333333334 69, 45.23809523809524 69, 45.14285714285715 69, 45.04761904761905 69, 44.95238095238095 69, 44.85714285714285 69, 44.76190476190476 69, 44.66666666666666 69, 44.57142857142857 69, 44.47619047619047 69, 44.38095238095238 69, 44.28571428571428 69, 44.19047619047619 69, 44.09523809523809 69, 44 69))"
0114,01,14,01-14,"POLYGON ((46 69, 46 69.09090909090909, 46 69.18181818181819, 46 69.27272727272727, 46 69.36363636363636, 46 69.45454545454545, 46 69.54545454545455, 46 69.63636363636364, 46 69.72727272727273, 46 69.81818181818181, 46 69.90909090909091, 46 70, 46.09523809523809 70, 46.19047619047619 70, 46.28571428571428 70, 46.38095238095238 70, 46.47619047619047 70, 46.57142857142857 70, 46.66666666666666 70, 46.76190476190476 70, 46.85714285714285 70, 46.95238095238095 70, 47.04761904761905 70, 47.14285714285715 70, 47.23809523809524 70, 47.33333333333334 70, 47.42857142857143 70, 47.52380952380953 70, 47.61904761904762 70, 47.71428571428572 70, 47.80952380952381 70, 47.90476190476191 70, 48 70, 48 69.90909090909091, 48 69.81818181818181, 48 69.72727272727273, 48 69.63636363636364, 48 69.54545454545455, 48 69.45454545454545, 48 69.36363636363636, 48 69.27272727272727, 48 69.18181818181819, 48 69.09090909090909, 48 69, 47.90476190476191 69, 47.80952380952381 69, 47.71428571428572 69, 47.61904761904762 69, 47.52380952380953 69, 47.42857142857143 69, 47.33333333333334 69, 47.23809523809524 69, 47.14285714285715 69, 47.04761904761905 69, 46.95238095238095 69, 46.85714285714285 69, 46.76190476190476 69, 46.66666666666666 69, 46.57142857142857 69, 46.47619047619047 69, 46.38095238095238 69, 46.28571428571428 69, 46.19047619047619 69, 46.09523809523809 69, 46 69))"
0115,01,15,01-15,"POLYGON ((48 69, 48 69.09090909090909, 48 69.18181818181819, 48 69.27272727272727, 48 69.36363636363636, 48 69.45454545454545, 48 69.54545454545455, 48 69.63636363636364, 48 69.72727272727273, 48 69.81818181818181, 48 69.90909090909091, 48 70, 48.09523809523809 70, 48.19047619047619 70, 48.28571428571428 70, 48.38095238095238 70, 48.47619047619047 70, 48.57142857142857 70, 48.66666666666666 70, 48.76190476190476 70, 48.85714285714285 70, 48.95238095238095 70, 49.04761904761905 70, 49.14285714285715 70, 49.23809523809524 70, 49.33333333333334 70, 49.42857142857143 70, 49.52380952380953 70, 49.61904761904762 70, 49.71428571428572 70, 49.80952380952381 70, 49.90476190476191 70, 50 70, 50 69.90909090909091, 50 69.81818181818181, 50 69.72727272727273, 50 69.63636363636364, 50 69.54545454545455, 50 69.45454545454545, 50 69.36363636363636, 50 69.27272727272727, 50 69.18181818181819, 50 69.09090909090909, 50 69, 49.90476190476191 69, 49.80952380952381 69, 49.71428571428572 69, 49.61904761904762 69, 49.52380952380953 69, 49.42857142857143 69, 49.33333333333334 69, 49.23809523809524 69, 49.14285714285715 69, 49.04761904761905 69, 48.95238095238095 69, 48.85714285714285 69, 48.76190476190476 69, 48.66666666666666 69, 48.57142857142857 69, 48.47619047619047 69, 48.38095238095238 69, 48.28571428571428 69, 48.19047619047619 69, 48.09523809523809 69, 48 69))"
0116,01,16,01-16,"POLYGON ((50 69, 50 69.09090909090909, 50 69.18181818181819, 50 69.27272727272727, 50 69.36363636363636, 50 69.45454545454545, 50 69.54545454545455, 50 69.63636363636364, 50 69.72727272727273, 50 69.81818181818181, 50 69.90909090909091, 50 70, 50.09523809523809 70, 50.19047619047619 70, 50.28571428571428 70, 50.38095238095238 70, 50.47619047619047 70, 50.57142857142857 70, 50.66666666666666 70, 50.76190476190476 70, 50.85714285714285 70, 50.95238095238095 70, 51.04761904761905 70, 51.14285714285715 70, 51.23809523809524 70, 51.33333333333334 70, 51.42857142857143 70, 51.52380952380953 70, 51.61904761904762 70, 51.71428571428572 70, 51.80952380952381 70, 51.90476190476191 70, 52 70, 52 69.90909090909091, 52 69.81818181818181, 52 69.72727272727273, 52 69.63636363636364, 52 69.54545454545455, 52 69.45454545454545, 52 69.36363636363636, 52 69.27272727272727, 52 69.18181818181819, 52 69.09090909090909, 52 69, 51.90476190476191 69, 51.80952380952381 69, 51.71428571428572 69, 51.61904761904762 69, 51.52380952380953 69, 51.42857142857143 69, 51.33333333333334 69, 51.23809523809524 69, 51.14285714285715 69, 51.04761904761905 69, 50.95238095238095 69, 50.85714285714285 69, 50.76190476190476 69, 50.66666666666666 69, 50.57142857142857 69, 50.47619047619047 69, 50.38095238095238 69, 50.28571428571428 69, 50.19047619047619 69, 50.09523809523809 69, 50 69))"
